Date,Open,High,Low,Close,Adj Close,Volume
1987-09-21,0.000000,0.373114,0.351166,0.373114,0.257407,118243800
1987-09-28,0.000000,0.373114,0.337449,0.359396,0.247943,54606657
1987-10-05,0.000000,0.353909,0.331962,0.331962,0.229017,15062963
1987-10-12,0.000000,0.334705,0.282579,0.282579,0.194948,25979738
1987-10-19,0.000000,0.277092,0.192044,0.197531,0.136274,43949587
1987-10-26,0.000000,0.194787,0.131687,0.172840,0.119240,43730887
1987-11-02,0.000000,0.203018,0.164609,0.170096,0.117347,36969413
1987-11-09,0.000000,0.175583,0.159122,0.167353,0.115455,14739469
1987-11-16,0.000000,0.170096,0.150892,0.159122,0.109776,15600601
1987-11-23,0.000000,0.161866,0.153635,0.153635,0.105991,6342302
1987-11-30,0.000000,0.148148,0.131687,0.131687,0.090849,14821483
1987-12-07,0.000000,0.137174,0.131687,0.131687,0.090849,14128933
1987-12-14,0.000000,0.139918,0.126200,0.137174,0.094635,20038389
1987-12-21,0.000000,0.148148,0.134431,0.139918,0.096528,15664388
1987-12-28,0.000000,0.145405,0.128944,0.131687,0.090849,29601956
1988-01-04,0.000000,0.153635,0.134431,0.139918,0.096528,23523919
1988-01-11,0.000000,0.142661,0.128944,0.131687,0.090849,15810187
1988-01-18,0.000000,0.139918,0.128944,0.139918,0.096528,13823663
1988-01-25,0.000000,0.145405,0.134431,0.142661,0.098420,13800882
1988-02-01,0.000000,0.153635,0.142661,0.148148,0.102206,15318114
1988-02-08,0.000000,0.153635,0.148148,0.150892,0.104099,5727208
1988-02-15,0.000000,0.156379,0.150892,0.153635,0.105991,4888856
1988-02-22,0.000000,0.186557,0.153635,0.186557,0.128703,21956570
1988-02-29,0.000000,0.203018,0.186557,0.192044,0.132489,15450245
1988-03-07,0.000000,0.211248,0.192044,0.203018,0.140060,27601763
1988-03-14,0.000000,0.203018,0.186557,0.186557,0.128703,8606756
1988-03-21,0.000000,0.192044,0.172840,0.175583,0.121133,10907662
1988-03-28,0.000000,0.172840,0.159122,0.161866,0.111669,5895788
1988-04-04,0.000000,0.167353,0.153635,0.164609,0.113562,8998594
1988-04-11,0.000000,0.172840,0.153635,0.161866,0.111669,5235131
1988-04-18,0.000000,0.170096,0.159122,0.167353,0.115455,4888856
1988-04-25,0.000000,0.167353,0.161866,0.167353,0.115455,2628957
1988-05-02,0.000000,0.175583,0.164609,0.167353,0.115455,5084776
1988-05-09,0.000000,0.167353,0.159122,0.161866,0.111669,5900344
1988-05-16,0.000000,0.164609,0.150892,0.153635,0.105991,8470069
1988-05-23,0.000000,0.150892,0.145405,0.145405,0.100313,3380739
1988-05-30,0.000000,0.161866,0.145405,0.159122,0.109776,3613106
1988-06-06,0.000000,0.167353,0.159122,0.164609,0.113562,4679269
1988-06-13,0.000000,0.164609,0.159122,0.164609,0.113562,4934419
1988-06-20,0.000000,0.167353,0.159122,0.161866,0.111669,3973050
1988-06-27,0.000000,0.178326,0.156379,0.161866,0.111669,4305657
1988-07-04,0.000000,0.161866,0.156379,0.159122,0.109776,3499200
1988-07-11,0.000000,0.159122,0.156379,0.159122,0.109776,3107364
1988-07-18,0.000000,0.164609,0.153635,0.161866,0.111669,9700257
1988-07-25,0.000000,0.164609,0.156379,0.164609,0.113562,5877564
1988-08-01,0.000000,0.164609,0.156379,0.156379,0.107884,2446707
1988-08-08,0.000000,0.159122,0.156379,0.156379,0.107884,4551694
1988-08-15,0.000000,0.161866,0.153635,0.153635,0.105991,3353401
1988-08-22,0.000000,0.156379,0.145405,0.145405,0.100313,3148369
1988-08-29,0.000000,0.148148,0.142661,0.148148,0.102206,5194126
1988-09-05,0.000000,0.150892,0.145405,0.148148,0.102206,2496825
1988-09-12,0.000000,0.150892,0.145405,0.148148,0.102206,5157675
1988-09-19,0.000000,0.150892,0.145405,0.145405,0.100313,3977607
1988-09-26,0.000000,0.148148,0.139918,0.148148,0.102206,5554070
1988-10-03,0.000000,0.161866,0.145405,0.159122,0.109776,8351607
1988-10-10,0.000000,0.161866,0.156379,0.161866,0.111669,4779507
1988-10-17,0.000000,0.186557,0.161866,0.183813,0.126810,10725413
1988-10-24,0.000000,0.186557,0.170096,0.170096,0.117347,7595269
1988-10-31,0.000000,0.167353,0.159122,0.164609,0.113562,5973244
1988-11-07,0.000000,0.159122,0.148148,0.153635,0.105991,4200863
1988-11-14,0.000000,0.150892,0.145405,0.148148,0.102206,2724639
1988-11-21,0.000000,0.150892,0.145405,0.145405,0.100313,1804276
1988-11-28,0.000000,0.150892,0.145405,0.148148,0.102206,2916000
1988-12-05,0.000000,0.150892,0.145405,0.145405,0.100313,3722457
1988-12-12,0.000000,0.150892,0.145405,0.148148,0.102206,5914013
1988-12-19,0.000000,0.150892,0.142661,0.142661,0.098420,6269401
1988-12-26,0.000000,0.148148,0.137174,0.148148,0.102206,11117250
1989-01-02,0.000000,0.167353,0.148148,0.167353,0.115455,6406088
1989-01-09,0.000000,0.175583,0.167353,0.175583,0.121133,10488489
1989-01-16,0.000000,0.186557,0.167353,0.183813,0.126810,14534439
1989-01-23,0.000000,0.222222,0.186557,0.219479,0.151416,24526295
1989-01-30,0.000000,0.235940,0.216735,0.224966,0.155201,23619601
1989-02-06,0.000000,0.224966,0.200274,0.200274,0.138167,15404682
1989-02-13,0.000000,0.208505,0.192044,0.205761,0.141952,7941544
1989-02-20,0.000000,0.208505,0.183813,0.186557,0.128703,8342494
1989-02-27,0.000000,0.200274,0.186557,0.197531,0.136274,5298920
1989-03-06,0.000000,0.211248,0.197531,0.205761,0.141952,6319519
1989-03-13,0.000000,0.208505,0.200274,0.203018,0.140060,11003343
1989-03-20,0.000000,0.203018,0.189300,0.192044,0.132489,3061801
1989-03-27,0.000000,0.194787,0.189300,0.194787,0.134381,3613107
1989-04-03,0.000000,0.197531,0.192044,0.197531,0.136274,8583976
1989-04-10,0.000000,0.213992,0.194787,0.213992,0.147630,6501770
1989-04-17,0.000000,0.238683,0.213992,0.222222,0.153308,18411808
1989-04-24,0.000000,0.224966,0.216735,0.222222,0.153308,5973245
1989-05-01,0.000000,0.222222,0.216735,0.219479,0.151416,4538025
1989-05-08,0.000000,0.227709,0.216735,0.224966,0.155201,6515438
1989-05-15,0.000000,0.246914,0.227709,0.246914,0.170343,13851000
1989-05-22,0.000000,0.257888,0.244170,0.246914,0.170343,8347051
1989-05-29,0.000000,0.260631,0.246914,0.257888,0.178369,11035238
1989-06-05,0.000000,0.263374,0.249657,0.263374,0.182163,8574863
1989-06-12,0.000000,0.266118,0.257888,0.260631,0.180266,9404100
1989-06-19,0.000000,0.266118,0.257888,0.266118,0.184061,6971063
1989-06-26,0.241427,0.266118,0.233196,0.241427,0.166984,14415975
1989-07-03,0.241427,0.274348,0.241427,0.268861,0.185958,11577432
1989-07-10,0.268861,0.279835,0.268861,0.277092,0.191652,9381319
1989-07-17,0.279835,0.340192,0.277092,0.323731,0.223910,16894576
1989-07-24,0.320988,0.348422,0.315501,0.342936,0.237193,9791381
1989-07-31,0.348422,0.373114,0.337449,0.342936,0.237680,16188358
1989-08-07,0.345679,0.353909,0.329218,0.334705,0.231975,9768599
1989-08-14,0.337449,0.340192,0.320988,0.326475,0.226271,9322088
1989-08-21,0.329218,0.356653,0.312757,0.348422,0.241482,12784837
1989-08-28,0.351166,0.356653,0.340192,0.340192,0.235778,9791383
1989-09-04,0.342936,0.348422,0.334705,0.345679,0.239581,4059619
1989-09-11,0.342936,0.345679,0.315501,0.315501,0.218665,6943725
1989-09-18,0.320988,0.329218,0.310014,0.329218,0.228172,5308032
1989-09-25,0.323731,0.326475,0.296296,0.307270,0.212961,10401920
1989-10-02,0.310014,0.329218,0.301783,0.323731,0.224369,8123795
1989-10-09,0.323731,0.323731,0.279835,0.279835,0.193946,5344481
1989-10-16,0.257888,0.299040,0.255144,0.299040,0.207257,16147352
1989-10-23,0.299040,0.307270,0.271605,0.274348,0.190143,13636857
1989-10-30,0.277092,0.288066,0.277092,0.279835,0.194382,3275944
1989-11-06,0.279835,0.299040,0.271605,0.296296,0.205816,6046143
1989-11-13,0.296296,0.299040,0.290809,0.290809,0.202005,5763657
1989-11-20,0.285322,0.290809,0.279835,0.285322,0.198193,2533276
1989-11-27,0.279835,0.285322,0.268861,0.271605,0.188665,13454607
1989-12-04,0.271605,0.323731,0.271605,0.320988,0.222968,9144394
1989-12-11,0.320988,0.326475,0.307270,0.326475,0.226779,5125782
1989-12-18,0.323731,0.329218,0.296296,0.307270,0.213439,6319518
1989-12-25,0.304527,0.307270,0.296296,0.304527,0.211534,2319131
1990-01-01,0.307270,0.329218,0.304527,0.320988,0.222968,4369444
1990-01-08,0.320988,0.331962,0.312757,0.315501,0.219157,6980175
1990-01-15,0.310014,0.320988,0.296296,0.318244,0.221062,9527119
1990-01-22,0.320988,0.320988,0.296296,0.296296,0.205816,11486307
1990-01-29,0.299040,0.307270,0.290809,0.301783,0.210082,9536233
1990-02-05,0.296296,0.320988,0.296296,0.320988,0.223451,3526539
1990-02-12,0.315501,0.337449,0.315501,0.331962,0.231090,11108139
1990-02-19,0.329218,0.334705,0.318244,0.329218,0.229180,5882119
1990-02-26,0.323731,0.367627,0.323731,0.353909,0.246368,15650720
1990-03-05,0.356653,0.392318,0.353909,0.381344,0.265467,21081769
1990-03-12,0.381344,0.392318,0.375857,0.375857,0.261647,17272745
1990-03-19,0.375857,0.378601,0.367627,0.370370,0.257827,11896370
1990-03-26,0.370370,0.375857,0.370370,0.373114,0.259738,5248802
1990-04-02,0.370370,0.381344,0.356653,0.373114,0.259738,16165575
1990-04-09,0.373114,0.375857,0.367627,0.370370,0.257827,4797731
1990-04-16,0.375857,0.375857,0.323731,0.337449,0.234910,16375163
1990-04-23,0.329218,0.345679,0.326475,0.329218,0.229180,6529106
1990-04-30,0.329218,0.348422,0.326475,0.348422,0.243023,8060008
1990-05-07,0.348422,0.362140,0.342936,0.362140,0.252591,11299500
1990-05-14,0.367627,0.375857,0.351166,0.359396,0.250677,7517814
1990-05-21,0.359396,0.367627,0.340192,0.348422,0.243023,8315156
